IdFlightNumber,DepartureTime,Description,Type,Start_Airport,Goal_Airport,PlaneModel_Id,NIT_Airline
643,2023-05-23 18:40:00,Vuelo 643 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,CBK,1001002
644,2022-11-06 20:18:00,Vuelo 644 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,AGX,1001004
645,2023-02-20 17:34:00,Vuelo 645 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,MIJ,1001002
646,2023-03-23 06:52:00,Vuelo 646 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,AGX,1001005
647,2023-01-21 09:23:00,Vuelo 647 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,AGX,1001003
648,2023-11-22 05:36:00,Vuelo 648 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,CBK,1001003
649,2023-12-14 01:43:00,Vuelo 649 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,AGX,1001003
650,2022-11-25 06:18:00,Vuelo 650 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,BMW,1001005
651,2023-02-05 19:00:00,Vuelo 651 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,SMN,1001005
652,2022-12-23 05:29:00,Vuelo 652 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,SMN,1001002
653,2023-06-07 10:04:00,Vuelo 653 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,AGX,1001003
654,2022-04-22 03:41:00,Vuelo 654 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,XNT,1001003
655,2023-12-20 20:44:00,Vuelo 655 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,CBK,1001004
656,2022-01-23 13:25:00,Vuelo 656 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,AGX,1001004
657,2022-05-11 01:08:00,Vuelo 657 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,BMW,1001003
658,2023-05-15 00:35:00,Vuelo 658 de LAX a JFK International,Comercial,LAX,JFK International,BMW,1001001
659,2023-05-04 22:23:00,Vuelo 659 de Heathrow a LAX,Comercial,Heathrow,LAX,BMW,1001003
660,2022-08-15 12:29:00,Vuelo 660 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,MIJ,1001002
661,2022-08-25 23:33:00,Vuelo 661 de Charles de Gaulle a Heathrow,Privado,Charles de Gaulle,Heathrow,XNT,1001002
662,2022-09-20 06:41:00,Vuelo 662 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,CBK,1001004
663,2022-12-04 09:41:00,Vuelo 663 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,MIJ,1001003
664,2022-06-02 22:29:00,Vuelo 664 de JFK International a LAX,Comercial,JFK International,LAX,CBK,1001003
665,2022-02-14 00:14:00,Vuelo 665 de JFK International a LAX,Privado,JFK International,LAX,AGX,1001005
666,2022-10-01 15:54:00,Vuelo 666 de Heathrow a LAX,Comercial,Heathrow,LAX,SMN,1001004
667,2022-02-22 14:38:00,Vuelo 667 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,MIJ,1001003
668,2022-11-04 22:25:00,Vuelo 668 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,CBK,1001003
669,2022-08-19 11:50:00,Vuelo 669 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,CBK,1001001
670,2022-01-14 06:11:00,Vuelo 670 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,CBK,1001001
671,2023-01-02 16:35:00,Vuelo 671 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,SMN,1001004
672,2023-10-15 08:44:00,Vuelo 672 de JFK International a Heathrow,Privado,JFK International,Heathrow,MIJ,1001001
673,2023-03-13 10:23:00,Vuelo 673 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,AGX,1001004
674,2022-12-01 17:51:00,Vuelo 674 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,MIJ,1001004
675,2022-10-03 22:54:00,Vuelo 675 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,AGX,1001002
676,2022-02-24 22:20:00,Vuelo 676 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,AGX,1001003
677,2023-12-13 06:29:00,Vuelo 677 de Toronto Pearson a LAX,Comercial,Toronto Pearson,LAX,MIJ,1001001
678,2022-02-11 08:28:00,Vuelo 678 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,AGX,1001001
679,2023-03-14 02:46:00,Vuelo 679 de Heathrow a JFK International,Privado,Heathrow,JFK International,CBK,1001004
680,2022-07-29 16:22:00,Vuelo 680 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,SMN,1001005
681,2022-02-04 18:57:00,Vuelo 681 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,CBK,1001002
682,2022-09-27 12:39:00,Vuelo 682 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,CBK,1001004
683,2023-05-16 07:29:00,Vuelo 683 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,MIJ,1001005
684,2023-09-06 18:18:00,Vuelo 684 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,XNT,1001002
685,2022-09-20 15:40:00,Vuelo 685 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,MIJ,1001001
686,2023-12-28 05:32:00,Vuelo 686 de LAX a JFK International,Comercial,LAX,JFK International,CBK,1001004
687,2022-12-11 10:00:00,Vuelo 687 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,BMW,1001002
688,2022-05-18 14:21:00,Vuelo 688 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,AGX,1001004
689,2023-07-13 08:57:00,Vuelo 689 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,CBK,1001001
690,2022-06-16 01:33:00,Vuelo 690 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,AGX,1001001
691,2022-05-23 07:31:00,Vuelo 691 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,MIJ,1001003
692,2022-02-27 03:29:00,Vuelo 692 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,AGX,1001005
693,2022-03-04 07:17:00,Vuelo 693 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,CBK,1001002
694,2023-04-11 22:45:00,Vuelo 694 de Charles de Gaulle a Heathrow,Privado,Charles de Gaulle,Heathrow,BMW,1001002
695,2022-04-05 16:05:00,Vuelo 695 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,MIJ,1001001
696,2022-02-09 04:55:00,Vuelo 696 de LAX a Heathrow,Comercial,LAX,Heathrow,CBK,1001002
697,2022-11-16 19:40:00,Vuelo 697 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,SMN,1001002
698,2022-11-03 19:46:00,Vuelo 698 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,MIJ,1001005
699,2023-08-02 15:54:00,Vuelo 699 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,AGX,1001002
700,2022-07-31 08:18:00,Vuelo 700 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,XNT,1001005
701,2022-02-16 20:40:00,Vuelo 701 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,SMN,1001005
702,2023-04-26 06:58:00,Vuelo 702 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,SMN,1001004
703,2023-02-15 06:49:00,Vuelo 703 de Heathrow a JFK International,Comercial,Heathrow,JFK International,AGX,1001003
704,2023-10-25 17:20:00,Vuelo 704 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,XNT,1001001
705,2023-09-29 01:26:00,Vuelo 705 de Benito Juárez a JFK International,Privado,Benito Juárez,JFK International,AGX,1001002
706,2022-07-03 16:26:00,Vuelo 706 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,BMW,1001001
707,2023-02-19 02:49:00,Vuelo 707 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,XNT,1001003
708,2022-11-08 13:53:00,Vuelo 708 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,XNT,1001005
709,2023-10-25 16:37:00,Vuelo 709 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,SMN,1001005
710,2022-09-04 04:38:00,Vuelo 710 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,AGX,1001005
711,2022-12-25 14:34:00,Vuelo 711 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,XNT,1001003
712,2023-09-15 02:27:00,Vuelo 712 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,XNT,1001004
713,2023-08-21 14:46:00,Vuelo 713 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,SMN,1001003
714,2022-07-16 07:13:00,Vuelo 714 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,AGX,1001001
715,2023-10-07 14:55:00,Vuelo 715 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,XNT,1001001
716,2023-08-01 12:55:00,Vuelo 716 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,SMN,1001004
717,2022-05-18 03:01:00,Vuelo 717 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,CBK,1001005
718,2023-04-21 23:57:00,Vuelo 718 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,CBK,1001003
719,2022-08-20 01:43:00,Vuelo 719 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,BMW,1001005
720,2023-08-13 22:19:00,Vuelo 720 de LAX a Heathrow,Privado,LAX,Heathrow,XNT,1001003
721,2023-08-07 01:48:00,Vuelo 721 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,BMW,1001005
722,2023-03-06 23:02:00,Vuelo 722 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,CBK,1001001
723,2022-10-06 14:33:00,Vuelo 723 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,SMN,1001001
724,2022-11-30 22:36:00,Vuelo 724 de Heathrow a JFK International,Comercial,Heathrow,JFK International,SMN,1001001
725,2023-11-06 19:26:00,Vuelo 725 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,MIJ,1001002
726,2023-07-28 01:49:00,Vuelo 726 de JFK International a LAX,Privado,JFK International,LAX,BMW,1001005
727,2022-03-19 00:33:00,Vuelo 727 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,XNT,1001005
728,2022-03-18 04:51:00,Vuelo 728 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,SMN,1001002
729,2022-06-20 20:03:00,Vuelo 729 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,SMN,1001002
730,2023-06-23 19:18:00,Vuelo 730 de Heathrow a LAX,Privado,Heathrow,LAX,MIJ,1001004
731,2023-03-22 06:54:00,Vuelo 731 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,BMW,1001001
732,2023-04-11 15:39:00,Vuelo 732 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,SMN,1001001
733,2023-12-15 02:09:00,Vuelo 733 de JFK International a Heathrow,Privado,JFK International,Heathrow,AGX,1001004
734,2022-03-17 01:47:00,Vuelo 734 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,SMN,1001003
735,2023-11-08 17:18:00,Vuelo 735 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,CBK,1001003
736,2022-11-24 12:49:00,Vuelo 736 de LAX a JFK International,Comercial,LAX,JFK International,BMW,1001001
737,2022-12-17 21:23:00,Vuelo 737 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,SMN,1001002
738,2022-12-31 13:21:00,Vuelo 738 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,AGX,1001005
739,2022-04-27 02:21:00,Vuelo 739 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,XNT,1001005
740,2023-03-14 20:27:00,Vuelo 740 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,XNT,1001003
741,2022-12-19 17:18:00,Vuelo 741 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,MIJ,1001001
742,2022-04-24 13:54:00,Vuelo 742 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,SMN,1001002
743,2022-09-23 14:21:00,Vuelo 743 de Benito Juárez a JFK International,Comercial,Benito Juárez,JFK International,AGX,1001001
744,2022-08-08 09:39:00,Vuelo 744 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,XNT,1001005
745,2023-05-29 04:22:00,Vuelo 745 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,BMW,1001003
746,2023-05-02 09:50:00,Vuelo 746 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,SMN,1001003
747,2022-07-01 19:37:00,Vuelo 747 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,CBK,1001004
748,2022-09-08 14:31:00,Vuelo 748 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,SMN,1001005
749,2023-07-09 14:31:00,Vuelo 749 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,MIJ,1001005
750,2022-11-24 02:04:00,Vuelo 750 de JFK International a Heathrow,Comercial,JFK International,Heathrow,XNT,1001001
751,2022-08-22 13:09:00,Vuelo 751 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,XNT,1001004
752,2022-02-09 11:52:00,Vuelo 752 de Heathrow a LAX,Comercial,Heathrow,LAX,SMN,1001003
753,2022-05-27 22:48:00,Vuelo 753 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,SMN,1001002
754,2022-01-09 15:36:00,Vuelo 754 de JFK International a Heathrow,Comercial,JFK International,Heathrow,BMW,1001004
755,2023-06-15 00:20:00,Vuelo 755 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,BMW,1001005
756,2023-10-10 02:40:00,Vuelo 756 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,MIJ,1001005
757,2023-06-28 07:47:00,Vuelo 757 de Heathrow a JFK International,Comercial,Heathrow,JFK International,XNT,1001004
758,2023-10-10 23:42:00,Vuelo 758 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,CBK,1001003
759,2022-07-19 16:51:00,Vuelo 759 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,AGX,1001002
760,2023-08-03 08:07:00,Vuelo 760 de Toronto Pearson a JFK International,Comercial,Toronto Pearson,JFK International,MIJ,1001004
761,2022-10-07 23:28:00,Vuelo 761 de LAX a Heathrow,Privado,LAX,Heathrow,SMN,1001003
762,2023-07-05 02:43:00,Vuelo 762 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,CBK,1001002
763,2023-08-31 08:46:00,Vuelo 763 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,SMN,1001002
764,2023-09-18 17:46:00,Vuelo 764 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,BMW,1001002
765,2023-06-24 11:01:00,Vuelo 765 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,CBK,1001004
766,2023-03-22 07:45:00,Vuelo 766 de LAX a Heathrow,Comercial,LAX,Heathrow,BMW,1001003
767,2022-05-15 05:08:00,Vuelo 767 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,AGX,1001005
768,2023-04-24 10:56:00,Vuelo 768 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,MIJ,1001002
769,2022-04-23 09:54:00,Vuelo 769 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,AGX,1001002
770,2023-06-18 13:26:00,Vuelo 770 de LAX a Heathrow,Comercial,LAX,Heathrow,MIJ,1001004
771,2022-10-04 04:46:00,Vuelo 771 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,BMW,1001001
772,2023-12-31 20:45:00,Vuelo 772 de LAX a Heathrow,Comercial,LAX,Heathrow,SMN,1001004
773,2023-01-02 16:21:00,Vuelo 773 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,AGX,1001005
774,2022-08-21 12:34:00,Vuelo 774 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,AGX,1001005
775,2023-09-01 17:31:00,Vuelo 775 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,CBK,1001004
776,2022-05-29 22:51:00,Vuelo 776 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,MIJ,1001004
777,2023-03-29 05:45:00,Vuelo 777 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,SMN,1001001
778,2023-07-28 04:16:00,Vuelo 778 de Benito Juárez a JFK International,Privado,Benito Juárez,JFK International,AGX,1001001
779,2023-02-26 13:10:00,Vuelo 779 de JFK International a LAX,Privado,JFK International,LAX,BMW,1001003
780,2022-05-06 06:22:00,Vuelo 780 de JFK International a Heathrow,Comercial,JFK International,Heathrow,SMN,1001001
781,2022-03-13 21:32:00,Vuelo 781 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,SMN,1001001
782,2022-10-02 16:15:00,Vuelo 782 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,CBK,1001001
783,2023-03-07 10:33:00,Vuelo 783 de JFK International a LAX,Comercial,JFK International,LAX,AGX,1001001
784,2022-01-07 07:20:00,Vuelo 784 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,AGX,1001005
785,2023-08-05 18:35:00,Vuelo 785 de Heathrow a LAX,Comercial,Heathrow,LAX,CBK,1001005
786,2022-08-19 02:27:00,Vuelo 786 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,XNT,1001005
787,2022-06-23 01:47:00,Vuelo 787 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,BMW,1001001
788,2022-03-13 02:21:00,Vuelo 788 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,AGX,1001005
789,2022-06-03 19:10:00,Vuelo 789 de LAX a Heathrow,Comercial,LAX,Heathrow,XNT,1001004
790,2023-02-27 15:29:00,Vuelo 790 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,BMW,1001001
791,2023-02-12 14:10:00,Vuelo 791 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,CBK,1001002
792,2023-05-21 07:32:00,Vuelo 792 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,BMW,1001003
793,2023-05-28 06:25:00,Vuelo 793 de LAX a Heathrow,Comercial,LAX,Heathrow,MIJ,1001003
794,2022-06-19 22:54:00,Vuelo 794 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,BMW,1001004
795,2023-01-08 03:56:00,Vuelo 795 de LAX a JFK International,Comercial,LAX,JFK International,CBK,1001002
796,2022-12-28 21:31:00,Vuelo 796 de LAX a Heathrow,Privado,LAX,Heathrow,BMW,1001002
797,2022-11-17 06:01:00,Vuelo 797 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,CBK,1001003
798,2023-06-09 16:42:00,Vuelo 798 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,AGX,1001005
799,2022-01-25 09:12:00,Vuelo 799 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,AGX,1001001
800,2023-01-05 06:33:00,Vuelo 800 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,AGX,1001005
801,2022-08-29 04:43:00,Vuelo 801 de Benito Juárez a Heathrow,Privado,Benito Juárez,Heathrow,BMW,1001001
802,2022-09-01 00:41:00,Vuelo 802 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,MIJ,1001003
803,2023-07-17 16:16:00,Vuelo 803 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,BMW,1001003
804,2022-05-22 13:29:00,Vuelo 804 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,AGX,1001005
805,2022-12-15 20:13:00,Vuelo 805 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,BMW,1001003
806,2022-08-05 23:37:00,Vuelo 806 de JFK International a LAX,Privado,JFK International,LAX,XNT,1001004
807,2022-09-09 16:08:00,Vuelo 807 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,XNT,1001005
808,2022-04-20 23:18:00,Vuelo 808 de Heathrow a JFK International,Privado,Heathrow,JFK International,BMW,1001005
809,2022-05-31 06:52:00,Vuelo 809 de Benito Juárez a JFK International,Comercial,Benito Juárez,JFK International,CBK,1001005
810,2022-04-09 17:39:00,Vuelo 810 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,BMW,1001003
811,2022-10-07 17:31:00,Vuelo 811 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,MIJ,1001001
812,2022-08-05 18:33:00,Vuelo 812 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,XNT,1001002
813,2023-04-24 20:46:00,Vuelo 813 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,XNT,1001001
814,2022-07-10 00:48:00,Vuelo 814 de LAX a JFK International,Privado,LAX,JFK International,BMW,1001003
815,2022-08-04 12:55:00,Vuelo 815 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,BMW,1001001
816,2023-06-10 21:37:00,Vuelo 816 de JFK International a LAX,Privado,JFK International,LAX,MIJ,1001003
817,2023-03-29 01:15:00,Vuelo 817 de LAX a JFK International,Comercial,LAX,JFK International,CBK,1001005
818,2023-03-23 01:13:00,Vuelo 818 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,CBK,1001005
819,2022-09-11 03:52:00,Vuelo 819 de Heathrow a LAX,Privado,Heathrow,LAX,XNT,1001001
820,2023-10-08 22:32:00,Vuelo 820 de JFK International a Heathrow,Comercial,JFK International,Heathrow,CBK,1001001
821,2023-03-15 21:16:00,Vuelo 821 de Heathrow a LAX,Privado,Heathrow,LAX,CBK,1001005
822,2022-12-29 15:37:00,Vuelo 822 de JFK International a LAX,Comercial,JFK International,LAX,SMN,1001005
823,2022-01-24 01:45:00,Vuelo 823 de Heathrow a LAX,Comercial,Heathrow,LAX,MIJ,1001003
824,2023-08-04 03:43:00,Vuelo 824 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,XNT,1001005
825,2022-06-20 22:17:00,Vuelo 825 de Heathrow a LAX,Comercial,Heathrow,LAX,MIJ,1001005
826,2023-03-21 02:29:00,Vuelo 826 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,MIJ,1001002
827,2023-08-22 13:16:00,Vuelo 827 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,SMN,1001002
828,2022-11-02 08:53:00,Vuelo 828 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,MIJ,1001001
829,2022-10-08 10:10:00,Vuelo 829 de JFK International a Heathrow,Comercial,JFK International,Heathrow,MIJ,1001003
830,2023-07-04 15:06:00,Vuelo 830 de Toronto Pearson a JFK International,Comercial,Toronto Pearson,JFK International,AGX,1001003
831,2023-05-01 19:57:00,Vuelo 831 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,AGX,1001002
832,2022-01-19 07:46:00,Vuelo 832 de Heathrow a JFK International,Comercial,Heathrow,JFK International,MIJ,1001001
833,2022-07-14 22:34:00,Vuelo 833 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,SMN,1001002
834,2023-01-07 07:11:00,Vuelo 834 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,CBK,1001004
835,2022-10-31 09:37:00,Vuelo 835 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,AGX,1001003
836,2022-09-12 17:47:00,Vuelo 836 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,AGX,1001003
837,2022-04-10 18:21:00,Vuelo 837 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,AGX,1001005
838,2023-06-15 12:34:00,Vuelo 838 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,BMW,1001001
839,2023-08-15 22:51:00,Vuelo 839 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,AGX,1001005
840,2023-02-11 00:24:00,Vuelo 840 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,AGX,1001003
841,2023-03-31 22:28:00,Vuelo 841 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,SMN,1001002
842,2022-07-16 08:48:00,Vuelo 842 de Benito Juárez a LAX,Privado,Benito Juárez,LAX,AGX,1001001
843,2022-09-14 19:12:00,Vuelo 843 de Heathrow a JFK International,Privado,Heathrow,JFK International,SMN,1001003
844,2023-10-23 03:28:00,Vuelo 844 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,CBK,1001004
845,2022-04-18 10:45:00,Vuelo 845 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,MIJ,1001005
846,2022-03-15 07:04:00,Vuelo 846 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,XNT,1001005
847,2022-10-28 07:23:00,Vuelo 847 de JFK International a Heathrow,Privado,JFK International,Heathrow,AGX,1001005
848,2022-07-16 05:34:00,Vuelo 848 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,CBK,1001005
849,2022-12-08 02:06:00,Vuelo 849 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,BMW,1001005
850,2022-02-27 01:24:00,Vuelo 850 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,CBK,1001004
851,2023-07-10 06:27:00,Vuelo 851 de LAX a JFK International,Comercial,LAX,JFK International,SMN,1001003
852,2023-02-26 01:30:00,Vuelo 852 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,SMN,1001005
853,2022-09-25 06:36:00,Vuelo 853 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,SMN,1001002
854,2022-05-29 02:47:00,Vuelo 854 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,MIJ,1001004
855,2023-11-21 12:04:00,Vuelo 855 de JFK International a LAX,Comercial,JFK International,LAX,SMN,1001003
856,2022-01-19 00:11:00,Vuelo 856 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,XNT,1001002
857,2022-05-21 13:02:00,Vuelo 857 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,SMN,1001003
858,2023-11-19 15:25:00,Vuelo 858 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,AGX,1001003
859,2022-12-23 01:15:00,Vuelo 859 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,MIJ,1001003
860,2023-11-02 20:07:00,Vuelo 860 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,BMW,1001002
