IdFlight,BoardingTime,FlightDate,Gate,CheckInCounter,IdFlightNumber
1260,2023-01-29 07:19:00,2023-01-29,C2,Counter 6,889
1261,2022-06-29 06:36:00,2022-06-29,C8,Counter 8,184
1262,2022-08-06 09:07:00,2022-08-06,C9,Counter 16,533
1263,2023-12-04 03:52:00,2023-12-04,B8,Counter 3,129
1264,2023-05-03 14:09:00,2023-05-03,A7,Counter 11,641
1265,2023-11-18 17:11:00,2023-11-18,C9,Counter 8,443
1266,2023-06-20 20:37:00,2023-06-20,B1,Counter 18,550
1267,2022-08-14 15:20:00,2022-08-14,B8,Counter 10,541
1268,2023-09-10 23:27:00,2023-09-10,A2,Counter 20,101
1269,2023-03-05 21:59:00,2023-03-05,A1,Counter 10,157
1270,2022-08-16 23:02:00,2022-08-16,A8,Counter 20,740
1271,2022-08-16 06:44:00,2022-08-16,C8,Counter 19,814
1272,2022-07-06 09:16:00,2022-07-06,A4,Counter 20,442
1273,2023-08-17 16:36:00,2023-08-17,A7,Counter 16,291
1274,2023-11-17 17:59:00,2023-11-17,B2,Counter 16,770
1275,2022-05-13 03:43:00,2022-05-13,A4,Counter 7,383
1276,2022-09-26 08:15:00,2022-09-26,A4,Counter 11,352
1277,2022-01-05 17:19:00,2022-01-05,B7,Counter 1,191
1278,2022-01-09 03:34:00,2022-01-09,A9,Counter 4,406
1279,2023-05-31 20:02:00,2023-05-31,B1,Counter 8,326
1280,2023-05-13 02:52:00,2023-05-13,A2,Counter 16,615
1281,2023-04-18 19:32:00,2023-04-18,B1,Counter 10,757
1282,2022-05-24 05:57:00,2022-05-24,B5,Counter 17,333
1283,2022-11-10 21:33:00,2022-11-10,C7,Counter 12,188
1284,2023-11-10 08:10:00,2023-11-10,B8,Counter 4,53
1285,2022-06-26 11:43:00,2022-06-26,B6,Counter 12,61
1286,2023-06-30 19:38:00,2023-06-30,B4,Counter 4,926
1287,2022-09-11 13:15:00,2022-09-11,A8,Counter 10,45
1288,2023-08-23 23:37:00,2023-08-23,B1,Counter 10,995
1289,2022-05-06 20:05:00,2022-05-06,C4,Counter 16,798
1290,2022-08-17 19:24:00,2022-08-17,C1,Counter 20,145
1291,2023-06-02 19:06:00,2023-06-02,C8,Counter 14,271
1292,2022-03-17 23:06:00,2022-03-17,C5,Counter 15,515
1293,2022-01-10 07:10:00,2022-01-10,B3,Counter 9,469
1294,2022-12-05 08:27:00,2022-12-05,A6,Counter 18,850
1295,2022-09-11 00:35:00,2022-09-11,B3,Counter 20,856
1296,2022-05-20 21:17:00,2022-05-20,B6,Counter 18,705
1297,2022-08-10 01:03:00,2022-08-10,C2,Counter 8,708
1298,2023-10-06 03:14:00,2023-10-06,A9,Counter 17,839
1299,2023-05-09 10:11:00,2023-05-09,A6,Counter 8,424
1300,2022-12-22 12:39:00,2022-12-22,B8,Counter 14,170
1301,2022-05-21 16:35:00,2022-05-21,B3,Counter 17,726
1302,2023-02-08 14:10:00,2023-02-08,B2,Counter 16,166
1303,2023-07-31 23:48:00,2023-07-31,B6,Counter 5,736
1304,2022-08-19 09:08:00,2022-08-19,B3,Counter 10,401
1305,2022-03-11 07:39:00,2022-03-11,C1,Counter 5,316
1306,2023-09-18 08:43:00,2023-09-18,C2,Counter 12,794
1307,2022-07-07 06:28:00,2022-07-07,C7,Counter 7,735
1308,2022-09-22 10:52:00,2022-09-22,A10,Counter 18,214
1309,2022-05-30 04:35:00,2022-05-30,B4,Counter 9,487
1310,2022-10-24 08:23:00,2022-10-24,A9,Counter 20,617
1311,2022-12-03 11:46:00,2022-12-03,A3,Counter 9,661
1312,2022-08-22 14:58:00,2022-08-22,C4,Counter 11,608
1313,2023-01-09 14:35:00,2023-01-09,C6,Counter 16,525
1314,2022-04-27 01:40:00,2022-04-27,B2,Counter 13,437
1315,2023-01-31 18:28:00,2023-01-31,C5,Counter 12,820
1316,2022-01-12 20:29:00,2022-01-12,A8,Counter 18,979
1317,2022-01-29 06:23:00,2022-01-29,C1,Counter 13,807
1318,2023-03-05 19:39:00,2023-03-05,C3,Counter 19,733
1319,2022-03-07 08:49:00,2022-03-07,C3,Counter 6,211
1320,2022-02-12 16:45:00,2022-02-12,C5,Counter 16,68
1321,2023-04-27 17:14:00,2023-04-27,A10,Counter 15,912
1322,2023-04-30 11:37:00,2023-04-30,B6,Counter 17,355
1323,2022-07-10 07:08:00,2022-07-10,A4,Counter 13,73
1324,2023-01-25 03:53:00,2023-01-25,B8,Counter 16,480
1325,2022-12-20 04:55:00,2022-12-20,C10,Counter 17,446
1326,2023-10-03 19:14:00,2023-10-03,C5,Counter 15,278
1327,2022-01-16 02:48:00,2022-01-16,B5,Counter 15,303
1328,2023-02-19 16:28:00,2023-02-19,C5,Counter 13,247
1329,2023-10-24 22:35:00,2023-10-24,A5,Counter 1,566
1330,2022-11-20 12:35:00,2022-11-20,A7,Counter 14,836
1331,2022-09-04 10:34:00,2022-09-04,C10,Counter 8,365
1332,2022-01-08 07:13:00,2022-01-08,C8,Counter 12,390
1333,2022-02-17 09:31:00,2022-02-17,C1,Counter 8,82
1334,2023-04-23 11:07:00,2023-04-23,A4,Counter 6,473
1335,2022-06-25 16:59:00,2022-06-25,B4,Counter 8,218
1336,2023-01-09 09:19:00,2023-01-09,C9,Counter 19,242
1337,2022-03-14 10:27:00,2022-03-14,C5,Counter 11,80
1338,2022-07-14 20:40:00,2022-07-14,A7,Counter 7,66
1339,2022-02-27 16:27:00,2022-02-27,A8,Counter 1,861
1340,2022-01-06 01:57:00,2022-01-06,A9,Counter 6,316
1341,2023-06-03 17:52:00,2023-06-03,B3,Counter 10,54
1342,2023-05-07 22:10:00,2023-05-07,C2,Counter 16,190
1343,2022-06-27 23:01:00,2022-06-27,B4,Counter 11,374
1344,2023-07-24 10:25:00,2023-07-24,B10,Counter 17,472
1345,2022-12-19 02:21:00,2022-12-19,B6,Counter 15,554
1346,2022-06-21 16:47:00,2022-06-21,C9,Counter 5,588
1347,2022-05-30 18:50:00,2022-05-30,A2,Counter 5,292
1348,2022-06-08 01:23:00,2022-06-08,A6,Counter 17,812
1349,2022-02-13 10:58:00,2022-02-13,B3,Counter 16,694
1350,2023-03-16 17:55:00,2023-03-16,A7,Counter 5,938
1351,2023-05-18 01:13:00,2023-05-18,A8,Counter 5,441
1352,2022-04-12 02:39:00,2022-04-12,A7,Counter 5,454
1353,2023-03-04 21:24:00,2023-03-04,B3,Counter 12,343
1354,2022-03-27 10:25:00,2022-03-27,C10,Counter 1,106
1355,2023-09-24 04:24:00,2023-09-24,A2,Counter 15,860
1356,2023-01-04 09:13:00,2023-01-04,B1,Counter 18,727
1357,2023-01-24 21:23:00,2023-01-24,B6,Counter 7,361
1358,2022-03-04 23:24:00,2022-03-04,C4,Counter 20,835
1359,2022-07-24 20:23:00,2022-07-24,A4,Counter 17,553
1360,2023-06-14 23:25:00,2023-06-14,A7,Counter 15,599
1361,2022-05-18 15:17:00,2022-05-18,C3,Counter 1,90
1362,2022-09-11 08:01:00,2022-09-11,A2,Counter 12,696
1363,2022-06-10 01:22:00,2022-06-10,C2,Counter 2,676
1364,2023-11-01 23:00:00,2023-11-01,B5,Counter 4,20
1365,2023-07-16 11:35:00,2023-07-16,A9,Counter 19,973
1366,2022-12-17 02:59:00,2022-12-17,C6,Counter 8,921
1367,2023-11-20 03:31:00,2023-11-20,A2,Counter 10,529
1368,2022-08-29 13:58:00,2022-08-29,A5,Counter 12,63
1369,2022-03-19 23:10:00,2022-03-19,A9,Counter 18,323
1370,2022-02-24 15:44:00,2022-02-24,C3,Counter 17,33
1371,2022-11-17 06:23:00,2022-11-17,C3,Counter 16,469
1372,2023-12-12 03:48:00,2023-12-12,B9,Counter 9,169
1373,2023-10-17 22:15:00,2023-10-17,A4,Counter 12,829
1374,2023-03-09 01:32:00,2023-03-09,B5,Counter 2,222
1375,2022-03-08 14:37:00,2022-03-08,A10,Counter 6,783
1376,2023-07-08 02:39:00,2023-07-08,C4,Counter 14,73
1377,2023-10-12 20:08:00,2023-10-12,B4,Counter 8,388
1378,2022-01-15 09:40:00,2022-01-15,C4,Counter 3,855
1379,2022-08-08 20:13:00,2022-08-08,B4,Counter 16,734
1380,2023-07-06 21:11:00,2023-07-06,B6,Counter 7,277
1381,2022-01-29 00:08:00,2022-01-29,B6,Counter 9,448
1382,2023-06-02 04:46:00,2023-06-02,A8,Counter 16,831
1383,2022-06-22 22:14:00,2022-06-22,C1,Counter 15,594
1384,2022-09-22 19:29:00,2022-09-22,B7,Counter 9,619
1385,2022-02-15 23:51:00,2022-02-15,C8,Counter 7,40
1386,2023-11-18 16:44:00,2023-11-18,B6,Counter 13,144
1387,2023-07-08 13:12:00,2023-07-08,A9,Counter 15,263
1388,2023-11-16 18:49:00,2023-11-16,C6,Counter 8,420
1389,2023-12-17 01:31:00,2023-12-17,A1,Counter 20,583
1390,2023-01-27 12:54:00,2023-01-27,B8,Counter 15,20
1391,2022-05-30 18:30:00,2022-05-30,C8,Counter 7,308
1392,2022-06-16 13:04:00,2022-06-16,B9,Counter 10,439
1393,2023-04-10 16:17:00,2023-04-10,B8,Counter 9,435
1394,2023-11-16 12:01:00,2023-11-16,C3,Counter 10,713
1395,2023-07-27 20:33:00,2023-07-27,C5,Counter 11,492
1396,2023-07-22 19:51:00,2023-07-22,A9,Counter 14,811
1397,2023-05-25 22:00:00,2023-05-25,A10,Counter 1,551
1398,2022-08-21 08:20:00,2022-08-21,C4,Counter 3,462
1399,2022-05-05 00:01:00,2022-05-05,C3,Counter 8,142
1400,2022-05-31 03:38:00,2022-05-31,C6,Counter 11,142
1401,2022-08-08 07:16:00,2022-08-08,B2,Counter 13,326
1402,2022-03-17 02:48:00,2022-03-17,A1,Counter 4,380
1403,2022-06-19 22:15:00,2022-06-19,B8,Counter 19,481
1404,2023-11-17 11:39:00,2023-11-17,A9,Counter 1,617
1405,2023-07-06 16:57:00,2023-07-06,B1,Counter 4,825
1406,2022-09-26 21:43:00,2022-09-26,C3,Counter 11,343
1407,2022-03-31 09:15:00,2022-03-31,B1,Counter 12,220
1408,2023-08-10 07:52:00,2023-08-10,A6,Counter 16,72
1409,2022-04-04 04:38:00,2022-04-04,C5,Counter 14,223
1410,2023-07-10 07:08:00,2023-07-10,B5,Counter 3,673
1411,2022-10-26 19:37:00,2022-10-26,B9,Counter 18,123
1412,2022-09-27 18:13:00,2022-09-27,A2,Counter 2,667
1413,2022-08-17 18:24:00,2022-08-17,A8,Counter 18,183
1414,2023-10-01 04:18:00,2023-10-01,C6,Counter 11,910
1415,2022-07-28 21:17:00,2022-07-28,B6,Counter 10,601
1416,2023-05-18 00:41:00,2023-05-18,C6,Counter 19,651
1417,2023-11-25 21:39:00,2023-11-25,B3,Counter 19,309
1418,2022-11-05 08:38:00,2022-11-05,A10,Counter 9,652
1419,2022-02-04 15:21:00,2022-02-04,B6,Counter 13,69
1420,2023-09-02 09:22:00,2023-09-02,A2,Counter 19,182
1421,2022-05-05 10:00:00,2022-05-05,A10,Counter 15,305
1422,2023-02-01 16:39:00,2023-02-01,C10,Counter 7,352
1423,2023-07-22 12:21:00,2023-07-22,A8,Counter 18,432
1424,2022-10-06 06:04:00,2022-10-06,B9,Counter 11,796
1425,2023-02-24 12:11:00,2023-02-24,A9,Counter 18,186
1426,2022-02-23 06:42:00,2022-02-23,B5,Counter 3,804
1427,2022-07-31 15:25:00,2022-07-31,C6,Counter 9,815
1428,2023-02-05 13:27:00,2023-02-05,A5,Counter 11,107
1429,2022-05-18 08:21:00,2022-05-18,C4,Counter 20,787
1430,2023-08-01 15:56:00,2023-08-01,A5,Counter 20,92
1431,2023-11-12 14:54:00,2023-11-12,B8,Counter 8,100
1432,2023-03-21 05:32:00,2023-03-21,B3,Counter 12,45
1433,2022-06-14 06:42:00,2022-06-14,C5,Counter 1,129
1434,2023-09-24 10:18:00,2023-09-24,B7,Counter 16,676
1435,2022-05-05 13:52:00,2022-05-05,B2,Counter 7,931
1436,2023-12-30 13:40:00,2023-12-30,A6,Counter 18,252
1437,2023-01-15 00:45:00,2023-01-15,A2,Counter 2,406
1438,2023-01-11 10:03:00,2023-01-11,B4,Counter 8,839
1439,2022-06-26 12:41:00,2022-06-26,A8,Counter 6,430
1440,2023-04-03 14:34:00,2023-04-03,B7,Counter 20,922
1441,2023-12-24 09:52:00,2023-12-24,C8,Counter 18,748
1442,2023-02-12 12:57:00,2023-02-12,A6,Counter 20,199
1443,2023-01-15 13:45:00,2023-01-15,C8,Counter 9,225
1444,2022-03-15 11:50:00,2022-03-15,C2,Counter 10,641
1445,2022-03-13 09:27:00,2022-03-13,B1,Counter 10,728
1446,2023-01-10 05:21:00,2023-01-10,C1,Counter 18,468
1447,2022-11-12 19:15:00,2022-11-12,C4,Counter 20,215
1448,2022-10-27 04:51:00,2022-10-27,C8,Counter 3,204
1449,2023-09-12 16:53:00,2023-09-12,C10,Counter 12,831
1450,2023-08-29 00:34:00,2023-08-29,C10,Counter 14,993
1451,2022-12-20 06:07:00,2022-12-20,C9,Counter 5,700
1452,2022-11-24 15:56:00,2022-11-24,A10,Counter 2,94
1453,2022-09-21 20:35:00,2022-09-21,C2,Counter 4,656
1454,2022-01-10 01:11:00,2022-01-10,B8,Counter 12,809
1455,2022-03-22 13:11:00,2022-03-22,A7,Counter 1,317
1456,2023-04-27 10:38:00,2023-04-27,B3,Counter 3,721
1457,2023-01-14 17:34:00,2023-01-14,A2,Counter 2,74
1458,2023-02-16 05:19:00,2023-02-16,C8,Counter 17,347
1459,2022-08-03 01:25:00,2022-08-03,A10,Counter 4,16
1460,2022-12-24 20:06:00,2022-12-24,C10,Counter 6,268
1461,2023-10-27 16:01:00,2023-10-27,C5,Counter 4,723
1462,2022-09-22 02:39:00,2022-09-22,C2,Counter 4,630
1463,2022-06-17 09:19:00,2022-06-17,A7,Counter 15,253
1464,2023-10-21 01:05:00,2023-10-21,A8,Counter 7,802
1465,2022-12-31 07:13:00,2022-12-31,B3,Counter 9,989
1466,2022-04-21 06:19:00,2022-04-21,C6,Counter 17,192
1467,2023-06-30 18:24:00,2023-06-30,B6,Counter 10,444
1468,2023-09-11 04:59:00,2023-09-11,A5,Counter 2,553
1469,2022-12-31 03:35:00,2022-12-31,C1,Counter 18,556
1470,2022-04-06 05:33:00,2022-04-06,A10,Counter 1,152
1471,2022-11-08 09:08:00,2022-11-08,C5,Counter 11,13
1472,2023-05-09 00:24:00,2023-05-09,A4,Counter 17,899
1473,2023-10-13 15:55:00,2023-10-13,C10,Counter 11,891
1474,2023-02-08 15:40:00,2023-02-08,C4,Counter 3,150
1475,2022-03-05 06:14:00,2022-03-05,C9,Counter 1,404
1476,2022-11-04 00:38:00,2022-11-04,C6,Counter 5,899
1477,2022-06-09 16:37:00,2022-06-09,B3,Counter 9,432
1478,2022-11-01 05:19:00,2022-11-01,A2,Counter 6,893
1479,2022-09-16 16:52:00,2022-09-16,B9,Counter 13,602
1480,2022-12-31 03:44:00,2022-12-31,B5,Counter 9,810
1481,2022-01-19 12:16:00,2022-01-19,A9,Counter 16,337
1482,2023-02-01 17:03:00,2023-02-01,A6,Counter 12,43
1483,2023-09-02 00:11:00,2023-09-02,B4,Counter 6,514
1484,2023-01-31 09:48:00,2023-01-31,B6,Counter 2,698
1485,2023-01-12 11:42:00,2023-01-12,C6,Counter 3,541
1486,2023-11-03 11:42:00,2023-11-03,C3,Counter 10,838
1487,2023-09-22 10:24:00,2023-09-22,C6,Counter 7,646
1488,2022-07-14 23:44:00,2022-07-14,A8,Counter 4,454
1489,2022-04-24 13:17:00,2022-04-24,B7,Counter 19,10
1490,2022-11-29 04:39:00,2022-11-29,B2,Counter 17,124
1491,2023-12-19 10:14:00,2023-12-19,C7,Counter 2,718
1492,2023-05-28 00:48:00,2023-05-28,B10,Counter 15,294
1493,2022-11-04 13:11:00,2022-11-04,A1,Counter 17,43
1494,2022-06-02 12:59:00,2022-06-02,A8,Counter 6,511
1495,2022-03-22 15:19:00,2022-03-22,A9,Counter 13,482
1496,2022-03-21 21:09:00,2022-03-21,B9,Counter 19,488
1497,2022-05-06 17:04:00,2022-05-06,C8,Counter 10,54
1498,2023-12-27 14:18:00,2023-12-27,C10,Counter 15,121
1499,2023-01-14 15:22:00,2023-01-14,A4,Counter 2,995
1500,2023-02-03 03:36:00,2023-02-03,C2,Counter 7,214
1501,2022-02-11 05:01:00,2022-02-11,C8,Counter 13,20
1502,2023-07-20 17:50:00,2023-07-20,B3,Counter 13,676
1503,2022-07-19 06:47:00,2022-07-19,B10,Counter 20,87
1504,2022-09-11 05:34:00,2022-09-11,B7,Counter 18,856
1505,2023-01-24 04:37:00,2023-01-24,C3,Counter 4,374
1506,2023-09-04 06:30:00,2023-09-04,C7,Counter 19,967
1507,2023-01-15 05:28:00,2023-01-15,B3,Counter 18,994
1508,2022-03-11 12:50:00,2022-03-11,B4,Counter 8,145
1509,2022-12-07 13:42:00,2022-12-07,B3,Counter 20,39
1510,2022-08-28 07:09:00,2022-08-28,A2,Counter 14,392
1511,2023-01-13 21:43:00,2023-01-13,B10,Counter 4,687
1512,2023-01-26 09:47:00,2023-01-26,B8,Counter 15,705
1513,2023-12-18 09:08:00,2023-12-18,B1,Counter 20,413
1514,2022-03-04 22:08:00,2022-03-04,A6,Counter 17,746
1515,2022-02-18 23:53:00,2022-02-18,B1,Counter 16,680
1516,2023-02-16 01:18:00,2023-02-16,A3,Counter 18,982
1517,2022-06-12 05:45:00,2022-06-12,A5,Counter 1,148
1518,2022-10-05 12:54:00,2022-10-05,A4,Counter 20,450
1519,2023-10-30 15:36:00,2023-10-30,B4,Counter 14,659
1520,2023-05-19 20:55:00,2023-05-19,B8,Counter 6,371
1521,2023-07-07 13:06:00,2023-07-07,A3,Counter 18,644
1522,2023-07-23 05:17:00,2023-07-23,A5,Counter 11,322
1523,2023-06-15 04:25:00,2023-06-15,B6,Counter 20,723
1524,2022-01-10 09:15:00,2022-01-10,A7,Counter 18,76
1525,2023-05-13 15:06:00,2023-05-13,B9,Counter 19,957
1526,2022-05-02 07:55:00,2022-05-02,A8,Counter 2,980
1527,2023-01-24 03:58:00,2023-01-24,C10,Counter 5,105
1528,2023-05-06 00:18:00,2023-05-06,B3,Counter 8,465
1529,2022-05-16 00:11:00,2022-05-16,A1,Counter 16,753
1530,2023-11-26 01:11:00,2023-11-26,C4,Counter 1,873
1531,2023-02-17 21:28:00,2023-02-17,C1,Counter 17,355
1532,2023-12-18 16:04:00,2023-12-18,A2,Counter 3,113
1533,2022-01-13 16:06:00,2022-01-13,B7,Counter 5,920
1534,2023-01-11 10:48:00,2023-01-11,A1,Counter 6,727
1535,2023-02-27 15:36:00,2023-02-27,C1,Counter 12,531
1536,2022-04-14 17:51:00,2022-04-14,C4,Counter 13,548
1537,2023-11-28 18:07:00,2023-11-28,B2,Counter 20,272
1538,2023-08-15 04:54:00,2023-08-15,A8,Counter 5,238
1539,2022-07-19 16:53:00,2022-07-19,C8,Counter 1,166
1540,2022-05-08 16:11:00,2022-05-08,B10,Counter 14,866
1541,2023-04-10 04:29:00,2023-04-10,A5,Counter 18,395
1542,2023-11-29 14:22:00,2023-11-29,A3,Counter 11,579
1543,2023-03-15 23:54:00,2023-03-15,A9,Counter 10,729
1544,2022-05-10 01:07:00,2022-05-10,A10,Counter 16,570
1545,2022-12-17 12:58:00,2022-12-17,C7,Counter 19,536
1546,2023-12-25 04:59:00,2023-12-25,C10,Counter 9,450
1547,2022-08-22 22:35:00,2022-08-22,B2,Counter 1,651
1548,2023-10-27 03:32:00,2023-10-27,A6,Counter 18,993
1549,2023-06-02 09:29:00,2023-06-02,C8,Counter 13,164
1550,2022-10-28 15:02:00,2022-10-28,C4,Counter 13,995
1551,2022-04-18 20:53:00,2022-04-18,B7,Counter 8,971
1552,2022-02-24 19:14:00,2022-02-24,A10,Counter 1,898
1553,2022-03-05 12:32:00,2022-03-05,B6,Counter 16,609
1554,2023-01-06 01:22:00,2023-01-06,B4,Counter 17,167
1555,2022-04-22 09:28:00,2022-04-22,A6,Counter 14,598
1556,2023-08-03 19:29:00,2023-08-03,A7,Counter 11,193
1557,2022-04-06 22:04:00,2022-04-06,A7,Counter 13,572
1558,2023-02-07 19:45:00,2023-02-07,A9,Counter 9,264
1559,2022-02-07 10:03:00,2022-02-07,B5,Counter 19,660
1560,2023-01-01 07:13:00,2023-01-01,C2,Counter 17,181
1561,2023-06-01 21:54:00,2023-06-01,B10,Counter 7,142
1562,2023-05-27 07:22:00,2023-05-27,B8,Counter 8,324
1563,2022-04-23 21:37:00,2022-04-23,B9,Counter 20,631
1564,2022-03-18 23:06:00,2022-03-18,B6,Counter 11,339
1565,2022-04-16 15:32:00,2022-04-16,C7,Counter 7,61
1566,2023-02-16 08:55:00,2023-02-16,A9,Counter 13,456
1567,2022-05-26 21:32:00,2022-05-26,A4,Counter 14,349
1568,2022-06-08 03:17:00,2022-06-08,B5,Counter 4,212
1569,2023-07-07 06:35:00,2023-07-07,B7,Counter 20,810
1570,2022-04-14 12:41:00,2022-04-14,A10,Counter 11,509
1571,2023-04-21 13:45:00,2023-04-21,A7,Counter 6,696
1572,2022-10-21 02:03:00,2022-10-21,C4,Counter 12,253
1573,2023-10-31 23:14:00,2023-10-31,C3,Counter 11,669
1574,2022-12-16 09:24:00,2022-12-16,C7,Counter 2,622
1575,2023-12-09 12:46:00,2023-12-09,C10,Counter 12,503
1576,2022-12-22 19:10:00,2022-12-22,B9,Counter 13,481
1577,2023-09-26 19:18:00,2023-09-26,A10,Counter 19,762
1578,2023-09-06 09:04:00,2023-09-06,A3,Counter 18,15
1579,2022-12-29 21:49:00,2022-12-29,B1,Counter 13,247
1580,2022-03-25 16:32:00,2022-03-25,A2,Counter 4,75
1581,2022-06-18 22:52:00,2022-06-18,B1,Counter 20,204
1582,2022-12-26 15:54:00,2022-12-26,C1,Counter 10,311
1583,2022-06-28 23:04:00,2022-06-28,A2,Counter 15,991
1584,2023-07-06 16:31:00,2023-07-06,A8,Counter 7,668
1585,2023-12-03 18:29:00,2023-12-03,B1,Counter 8,565
1586,2023-09-03 22:10:00,2023-09-03,B2,Counter 3,580
1587,2022-05-19 22:14:00,2022-05-19,B4,Counter 20,224
1588,2022-03-03 05:50:00,2022-03-03,A9,Counter 4,59
1589,2023-05-30 13:40:00,2023-05-30,A2,Counter 8,443
1590,2022-03-05 21:38:00,2022-03-05,C4,Counter 5,818
1591,2023-01-09 12:23:00,2023-01-09,A9,Counter 11,364
1592,2023-08-18 02:45:00,2023-08-18,B8,Counter 20,910
1593,2023-03-22 05:09:00,2023-03-22,A9,Counter 15,245
1594,2022-01-25 18:44:00,2022-01-25,B7,Counter 19,6
1595,2022-03-08 15:24:00,2022-03-08,C1,Counter 16,172
1596,2022-02-03 18:52:00,2022-02-03,B8,Counter 17,365
1597,2023-03-29 17:14:00,2023-03-29,A10,Counter 13,352
1598,2022-09-08 17:20:00,2022-09-08,B6,Counter 3,862
1599,2023-02-01 07:40:00,2023-02-01,C6,Counter 10,379
1600,2023-07-26 16:53:00,2023-07-26,A6,Counter 20,158
1601,2022-09-22 04:42:00,2022-09-22,C5,Counter 17,335
1602,2023-08-07 09:37:00,2023-08-07,C9,Counter 11,479
1603,2023-06-19 05:44:00,2023-06-19,B1,Counter 2,670
1604,2023-06-30 13:17:00,2023-06-30,A10,Counter 11,19
1605,2023-10-02 06:28:00,2023-10-02,C5,Counter 5,609
1606,2022-11-23 20:33:00,2022-11-23,C7,Counter 5,870
1607,2022-08-01 08:40:00,2022-08-01,A7,Counter 5,138
1608,2023-11-10 17:00:00,2023-11-10,A1,Counter 16,231
1609,2023-10-29 13:11:00,2023-10-29,A8,Counter 12,262
1610,2023-03-11 19:28:00,2023-03-11,C2,Counter 19,705
1611,2022-03-01 18:08:00,2022-03-01,B7,Counter 6,269
1612,2022-05-06 08:09:00,2022-05-06,A6,Counter 18,126
1613,2023-02-08 07:15:00,2023-02-08,B2,Counter 15,615
1614,2022-04-25 14:30:00,2022-04-25,B4,Counter 14,188
1615,2023-04-22 03:10:00,2023-04-22,B3,Counter 1,602
1616,2023-08-16 03:37:00,2023-08-16,B9,Counter 13,221
1617,2022-12-03 11:48:00,2022-12-03,B10,Counter 5,574
1618,2023-02-16 15:45:00,2023-02-16,C8,Counter 13,386
1619,2022-11-22 17:00:00,2022-11-22,B5,Counter 10,226
1620,2023-05-14 18:35:00,2023-05-14,B3,Counter 9,324
1621,2022-05-27 14:48:00,2022-05-27,C2,Counter 5,892
1622,2022-02-12 05:20:00,2022-02-12,C3,Counter 2,57
1623,2022-01-13 17:39:00,2022-01-13,C2,Counter 1,76
1624,2022-05-26 23:51:00,2022-05-26,B5,Counter 1,934
1625,2023-06-08 00:44:00,2023-06-08,C8,Counter 7,27
1626,2022-08-24 08:36:00,2022-08-24,A9,Counter 15,668
1627,2023-06-01 19:40:00,2023-06-01,B2,Counter 5,287
1628,2023-01-22 18:59:00,2023-01-22,C4,Counter 7,109
1629,2022-10-07 10:16:00,2022-10-07,C3,Counter 17,130
1630,2022-02-06 03:57:00,2022-02-06,B1,Counter 17,926
1631,2022-04-20 10:23:00,2022-04-20,C1,Counter 8,19
1632,2022-01-26 17:57:00,2022-01-26,A7,Counter 14,829
1633,2022-03-17 05:04:00,2022-03-17,B7,Counter 7,244
1634,2023-03-19 15:40:00,2023-03-19,B4,Counter 15,281
1635,2022-02-20 15:32:00,2022-02-20,B3,Counter 8,546
1636,2022-09-30 01:02:00,2022-09-30,C5,Counter 4,138
1637,2023-01-16 21:15:00,2023-01-16,B1,Counter 8,936
1638,2022-11-22 17:45:00,2022-11-22,C1,Counter 11,245
1639,2022-09-16 07:05:00,2022-09-16,C10,Counter 2,858
1640,2023-11-13 10:19:00,2023-11-13,C2,Counter 9,843
1641,2023-11-11 23:43:00,2023-11-11,C10,Counter 15,200
1642,2022-02-08 09:19:00,2022-02-08,A3,Counter 9,498
1643,2023-11-04 12:40:00,2023-11-04,A5,Counter 17,803
1644,2022-03-11 23:59:00,2022-03-11,C6,Counter 11,652
1645,2023-01-03 07:38:00,2023-01-03,C3,Counter 2,24
1646,2023-02-21 14:18:00,2023-02-21,C6,Counter 13,223
1647,2022-02-21 08:57:00,2022-02-21,C5,Counter 7,493
1648,2022-12-01 02:59:00,2022-12-01,C9,Counter 8,365
1649,2022-12-01 18:18:00,2022-12-01,C2,Counter 11,267
1650,2022-01-20 13:48:00,2022-01-20,A3,Counter 6,82
1651,2022-08-28 05:21:00,2022-08-28,B5,Counter 18,64
1652,2022-12-15 10:04:00,2022-12-15,B10,Counter 11,930
1653,2022-12-08 17:29:00,2022-12-08,A4,Counter 7,112
1654,2022-08-10 17:22:00,2022-08-10,B8,Counter 7,500
1655,2023-09-12 05:19:00,2023-09-12,A3,Counter 11,968
1656,2023-12-14 16:32:00,2023-12-14,B8,Counter 18,981
1657,2023-12-17 22:34:00,2023-12-17,A8,Counter 20,314
1658,2022-01-11 12:10:00,2022-01-11,A6,Counter 15,515
1659,2022-10-26 03:31:00,2022-10-26,A2,Counter 18,561
1660,2022-02-03 22:22:00,2022-02-03,A8,Counter 4,422
1661,2022-03-21 16:46:00,2022-03-21,B9,Counter 14,893
1662,2022-07-19 13:15:00,2022-07-19,B6,Counter 2,67
1663,2023-05-16 02:23:00,2023-05-16,B3,Counter 15,839
1664,2023-08-18 16:27:00,2023-08-18,C3,Counter 14,975
1665,2023-08-23 14:44:00,2023-08-23,A3,Counter 18,221
1666,2022-08-07 13:42:00,2022-08-07,C1,Counter 17,767
1667,2023-05-25 00:07:00,2023-05-25,C7,Counter 11,160
1668,2022-10-02 12:58:00,2022-10-02,B5,Counter 20,790
1669,2023-12-07 03:08:00,2023-12-07,B6,Counter 12,639
