IdSeat,Size,Number,Location,PlaneModel_Id
5669,Medium,40B,Middle,DLR
5670,Large,40C,Back,DLR
5671,Small,41A,Front,DLR
5672,Medium,41B,Middle,DLR
5673,Large,41C,Back,DLR
5674,Small,42A,Front,DLR
5675,Medium,42B,Middle,DLR
5676,Large,42C,Back,DLR
5677,Small,43A,Front,DLR
5678,Medium,43B,Middle,DLR
5679,Large,43C,Back,DLR
5680,Small,44A,Front,DLR
5681,Medium,44B,Middle,DLR
5682,Large,44C,Back,DLR
5683,Small,45A,Front,DLR
5684,Medium,45B,Middle,DLR
5685,Large,45C,Back,DLR
5686,Small,46A,Front,DLR
5687,Medium,46B,Middle,DLR
5688,Large,46C,Back,DLR
5689,Small,47A,Front,DLR
5690,Medium,47B,Middle,DLR
5691,Large,47C,Back,DLR
5692,Small,48A,Front,DLR
5693,Medium,48B,Middle,DLR
5694,Large,48C,Back,DLR
5695,Small,49A,Front,DLR
5696,Medium,49B,Middle,DLR
5697,Large,49C,Back,DLR
5698,Small,50A,Front,DLR
5699,Medium,50B,Middle,DLR
5700,Large,50C,Back,DLR
5701,Small,1A,Front,ISN
5702,Medium,1B,Middle,ISN
5703,Large,1C,Back,ISN
5704,Small,2A,Front,ISN
5705,Medium,2B,Middle,ISN
5706,Large,2C,Back,ISN
5707,Small,3A,Front,ISN
5708,Medium,3B,Middle,ISN
5709,Large,3C,Back,ISN
5710,Small,4A,Front,ISN
5711,Medium,4B,Middle,ISN
5712,Large,4C,Back,ISN
5713,Small,5A,Front,ISN
5714,Medium,5B,Middle,ISN
5715,Large,5C,Back,ISN
5716,Small,6A,Front,ISN
5717,Medium,6B,Middle,ISN
5718,Large,6C,Back,ISN
5719,Small,7A,Front,ISN
5720,Medium,7B,Middle,ISN
5721,Large,7C,Back,ISN
5722,Small,8A,Front,ISN
5723,Medium,8B,Middle,ISN
5724,Large,8C,Back,ISN
5725,Small,9A,Front,ISN
5726,Medium,9B,Middle,ISN
5727,Large,9C,Back,ISN
5728,Small,10A,Front,ISN
5729,Medium,10B,Middle,ISN
5730,Large,10C,Back,ISN
5731,Small,11A,Front,ISN
5732,Medium,11B,Middle,ISN
5733,Large,11C,Back,ISN
5734,Small,12A,Front,ISN
5735,Medium,12B,Middle,ISN
5736,Large,12C,Back,ISN
5737,Small,13A,Front,ISN
5738,Medium,13B,Middle,ISN
5739,Large,13C,Back,ISN
5740,Small,14A,Front,ISN
5741,Medium,14B,Middle,ISN
5742,Large,14C,Back,ISN
5743,Small,15A,Front,ISN
5744,Medium,15B,Middle,ISN
5745,Large,15C,Back,ISN
5746,Small,16A,Front,ISN
5747,Medium,16B,Middle,ISN
5748,Large,16C,Back,ISN
5749,Small,17A,Front,ISN
5750,Medium,17B,Middle,ISN
5751,Large,17C,Back,ISN
5752,Small,18A,Front,ISN
5753,Medium,18B,Middle,ISN
5754,Large,18C,Back,ISN
5755,Small,19A,Front,ISN
5756,Medium,19B,Middle,ISN
5757,Large,19C,Back,ISN
5758,Small,20A,Front,ISN
5759,Medium,20B,Middle,ISN
5760,Large,20C,Back,ISN
5761,Small,21A,Front,ISN
5762,Medium,21B,Middle,ISN
5763,Large,21C,Back,ISN
5764,Small,22A,Front,ISN
5765,Medium,22B,Middle,ISN
5766,Large,22C,Back,ISN
5767,Small,23A,Front,ISN
5768,Medium,23B,Middle,ISN
5769,Large,23C,Back,ISN
5770,Small,24A,Front,ISN
5771,Medium,24B,Middle,ISN
5772,Large,24C,Back,ISN
5773,Small,25A,Front,ISN
5774,Medium,25B,Middle,ISN
5775,Large,25C,Back,ISN
5776,Small,26A,Front,ISN
5777,Medium,26B,Middle,ISN
5778,Large,26C,Back,ISN
5779,Small,27A,Front,ISN
5780,Medium,27B,Middle,ISN
5781,Large,27C,Back,ISN
5782,Small,28A,Front,ISN
5783,Medium,28B,Middle,ISN
5784,Large,28C,Back,ISN
5785,Small,29A,Front,ISN
5786,Medium,29B,Middle,ISN
5787,Large,29C,Back,ISN
5788,Small,30A,Front,ISN
5789,Medium,30B,Middle,ISN
5790,Large,30C,Back,ISN
5791,Small,31A,Front,ISN
5792,Medium,31B,Middle,ISN
5793,Large,31C,Back,ISN
5794,Small,32A,Front,ISN
5795,Medium,32B,Middle,ISN
5796,Large,32C,Back,ISN
5797,Small,33A,Front,ISN
5798,Medium,33B,Middle,ISN
5799,Large,33C,Back,ISN
5800,Small,34A,Front,ISN
5801,Medium,34B,Middle,ISN
5802,Large,34C,Back,ISN
5803,Small,35A,Front,ISN
5804,Medium,35B,Middle,ISN
5805,Large,35C,Back,ISN
5806,Small,36A,Front,ISN
5807,Medium,36B,Middle,ISN
5808,Large,36C,Back,ISN
5809,Small,37A,Front,ISN
5810,Medium,37B,Middle,ISN
5811,Large,37C,Back,ISN
5812,Small,38A,Front,ISN
5813,Medium,38B,Middle,ISN
5814,Large,38C,Back,ISN
5815,Small,39A,Front,ISN
5816,Medium,39B,Middle,ISN
5817,Large,39C,Back,ISN
5818,Small,40A,Front,ISN
5819,Medium,40B,Middle,ISN
5820,Large,40C,Back,ISN
5821,Small,41A,Front,ISN
5822,Medium,41B,Middle,ISN
5823,Large,41C,Back,ISN
5824,Small,42A,Front,ISN
5825,Medium,42B,Middle,ISN
5826,Large,42C,Back,ISN
5827,Small,43A,Front,ISN
5828,Medium,43B,Middle,ISN
5829,Large,43C,Back,ISN
5830,Small,44A,Front,ISN
5831,Medium,44B,Middle,ISN
5832,Large,44C,Back,ISN
5833,Small,45A,Front,ISN
5834,Medium,45B,Middle,ISN
5835,Large,45C,Back,ISN
5836,Small,46A,Front,ISN
5837,Medium,46B,Middle,ISN
5838,Large,46C,Back,ISN
5839,Small,47A,Front,ISN
5840,Medium,47B,Middle,ISN
5841,Large,47C,Back,ISN
5842,Small,48A,Front,ISN
5843,Medium,48B,Middle,ISN
5844,Large,48C,Back,ISN
5845,Small,49A,Front,ISN
5846,Medium,49B,Middle,ISN
5847,Large,49C,Back,ISN
5848,Small,50A,Front,ISN
5849,Medium,50B,Middle,ISN
5850,Large,50C,Back,ISN
5851,Small,1A,Front,HTV
5852,Medium,1B,Middle,HTV
5853,Large,1C,Back,HTV
5854,Small,2A,Front,HTV
5855,Medium,2B,Middle,HTV
5856,Large,2C,Back,HTV
5857,Small,3A,Front,HTV
5858,Medium,3B,Middle,HTV
5859,Large,3C,Back,HTV
5860,Small,4A,Front,HTV
5861,Medium,4B,Middle,HTV
5862,Large,4C,Back,HTV
5863,Small,5A,Front,HTV
5864,Medium,5B,Middle,HTV
5865,Large,5C,Back,HTV
5866,Small,6A,Front,HTV
5867,Medium,6B,Middle,HTV
5868,Large,6C,Back,HTV
5869,Small,7A,Front,HTV
5870,Medium,7B,Middle,HTV
5871,Large,7C,Back,HTV
5872,Small,8A,Front,HTV
5873,Medium,8B,Middle,HTV
5874,Large,8C,Back,HTV
5875,Small,9A,Front,HTV
5876,Medium,9B,Middle,HTV
5877,Large,9C,Back,HTV
5878,Small,10A,Front,HTV
5879,Medium,10B,Middle,HTV
5880,Large,10C,Back,HTV
5881,Small,11A,Front,HTV
5882,Medium,11B,Middle,HTV
5883,Large,11C,Back,HTV
5884,Small,12A,Front,HTV
5885,Medium,12B,Middle,HTV
5886,Large,12C,Back,HTV
5887,Small,13A,Front,HTV
5888,Medium,13B,Middle,HTV
5889,Large,13C,Back,HTV
5890,Small,14A,Front,HTV
5891,Medium,14B,Middle,HTV
5892,Large,14C,Back,HTV
5893,Small,15A,Front,HTV
5894,Medium,15B,Middle,HTV
5895,Large,15C,Back,HTV
5896,Small,16A,Front,HTV
5897,Medium,16B,Middle,HTV
5898,Large,16C,Back,HTV
5899,Small,17A,Front,HTV
5900,Medium,17B,Middle,HTV
5901,Large,17C,Back,HTV
5902,Small,18A,Front,HTV
5903,Medium,18B,Middle,HTV
5904,Large,18C,Back,HTV
5905,Small,19A,Front,HTV
5906,Medium,19B,Middle,HTV
5907,Large,19C,Back,HTV
5908,Small,20A,Front,HTV
5909,Medium,20B,Middle,HTV
5910,Large,20C,Back,HTV
5911,Small,21A,Front,HTV
5912,Medium,21B,Middle,HTV
5913,Large,21C,Back,HTV
5914,Small,22A,Front,HTV
5915,Medium,22B,Middle,HTV
5916,Large,22C,Back,HTV
5917,Small,23A,Front,HTV
5918,Medium,23B,Middle,HTV
5919,Large,23C,Back,HTV
5920,Small,24A,Front,HTV
5921,Medium,24B,Middle,HTV
5922,Large,24C,Back,HTV
5923,Small,25A,Front,HTV
5924,Medium,25B,Middle,HTV
5925,Large,25C,Back,HTV
5926,Small,26A,Front,HTV
5927,Medium,26B,Middle,HTV
5928,Large,26C,Back,HTV
5929,Small,27A,Front,HTV
5930,Medium,27B,Middle,HTV
5931,Large,27C,Back,HTV
5932,Small,28A,Front,HTV
5933,Medium,28B,Middle,HTV
5934,Large,28C,Back,HTV
5935,Small,29A,Front,HTV
5936,Medium,29B,Middle,HTV
5937,Large,29C,Back,HTV
5938,Small,30A,Front,HTV
5939,Medium,30B,Middle,HTV
5940,Large,30C,Back,HTV
5941,Small,31A,Front,HTV
5942,Medium,31B,Middle,HTV
5943,Large,31C,Back,HTV
5944,Small,32A,Front,HTV
5945,Medium,32B,Middle,HTV
5946,Large,32C,Back,HTV
5947,Small,33A,Front,HTV
5948,Medium,33B,Middle,HTV
5949,Large,33C,Back,HTV
5950,Small,34A,Front,HTV
5951,Medium,34B,Middle,HTV
5952,Large,34C,Back,HTV
5953,Small,35A,Front,HTV
5954,Medium,35B,Middle,HTV
5955,Large,35C,Back,HTV
5956,Small,36A,Front,HTV
5957,Medium,36B,Middle,HTV
5958,Large,36C,Back,HTV
5959,Small,37A,Front,HTV
5960,Medium,37B,Middle,HTV
5961,Large,37C,Back,HTV
5962,Small,38A,Front,HTV
5963,Medium,38B,Middle,HTV
5964,Large,38C,Back,HTV
5965,Small,39A,Front,HTV
5966,Medium,39B,Middle,HTV
5967,Large,39C,Back,HTV
5968,Small,40A,Front,HTV
5969,Medium,40B,Middle,HTV
5970,Large,40C,Back,HTV
5971,Small,41A,Front,HTV
5972,Medium,41B,Middle,HTV
5973,Large,41C,Back,HTV
5974,Small,42A,Front,HTV
5975,Medium,42B,Middle,HTV
5976,Large,42C,Back,HTV
5977,Small,43A,Front,HTV
5978,Medium,43B,Middle,HTV
5979,Large,43C,Back,HTV
5980,Small,44A,Front,HTV
5981,Medium,44B,Middle,HTV
5982,Large,44C,Back,HTV
5983,Small,45A,Front,HTV
5984,Medium,45B,Middle,HTV
5985,Large,45C,Back,HTV
5986,Small,46A,Front,HTV
5987,Medium,46B,Middle,HTV
5988,Large,46C,Back,HTV
5989,Small,47A,Front,HTV
5990,Medium,47B,Middle,HTV
5991,Large,47C,Back,HTV
5992,Small,48A,Front,HTV
5993,Medium,48B,Middle,HTV
5994,Large,48C,Back,HTV
5995,Small,49A,Front,HTV
5996,Medium,49B,Middle,HTV
5997,Large,49C,Back,HTV
5998,Small,50A,Front,HTV
5999,Medium,50B,Middle,HTV
6000,Large,50C,Back,HTV
6001,Small,1A,Front,DGN
6002,Medium,1B,Middle,DGN
6003,Large,1C,Back,DGN
6004,Small,2A,Front,DGN
6005,Medium,2B,Middle,DGN
6006,Large,2C,Back,DGN
6007,Small,3A,Front,DGN
6008,Medium,3B,Middle,DGN
6009,Large,3C,Back,DGN
6010,Small,4A,Front,DGN
6011,Medium,4B,Middle,DGN
6012,Large,4C,Back,DGN
6013,Small,5A,Front,DGN
6014,Medium,5B,Middle,DGN
6015,Large,5C,Back,DGN
6016,Small,6A,Front,DGN
6017,Medium,6B,Middle,DGN
6018,Large,6C,Back,DGN
6019,Small,7A,Front,DGN
6020,Medium,7B,Middle,DGN
6021,Large,7C,Back,DGN
6022,Small,8A,Front,DGN
6023,Medium,8B,Middle,DGN
6024,Large,8C,Back,DGN
6025,Small,9A,Front,DGN
6026,Medium,9B,Middle,DGN
6027,Large,9C,Back,DGN
6028,Small,10A,Front,DGN
6029,Medium,10B,Middle,DGN
6030,Large,10C,Back,DGN
6031,Small,11A,Front,DGN
6032,Medium,11B,Middle,DGN
6033,Large,11C,Back,DGN
6034,Small,12A,Front,DGN
6035,Medium,12B,Middle,DGN
6036,Large,12C,Back,DGN
6037,Small,13A,Front,DGN
6038,Medium,13B,Middle,DGN
6039,Large,13C,Back,DGN
6040,Small,14A,Front,DGN
6041,Medium,14B,Middle,DGN
6042,Large,14C,Back,DGN
6043,Small,15A,Front,DGN
6044,Medium,15B,Middle,DGN
6045,Large,15C,Back,DGN
6046,Small,16A,Front,DGN
6047,Medium,16B,Middle,DGN
6048,Large,16C,Back,DGN
6049,Small,17A,Front,DGN
6050,Medium,17B,Middle,DGN
6051,Large,17C,Back,DGN
6052,Small,18A,Front,DGN
6053,Medium,18B,Middle,DGN
6054,Large,18C,Back,DGN
6055,Small,19A,Front,DGN
6056,Medium,19B,Middle,DGN
6057,Large,19C,Back,DGN
6058,Small,20A,Front,DGN
6059,Medium,20B,Middle,DGN
6060,Large,20C,Back,DGN
6061,Small,21A,Front,DGN
6062,Medium,21B,Middle,DGN
6063,Large,21C,Back,DGN
6064,Small,22A,Front,DGN
6065,Medium,22B,Middle,DGN
6066,Large,22C,Back,DGN
6067,Small,23A,Front,DGN
6068,Medium,23B,Middle,DGN
6069,Large,23C,Back,DGN
6070,Small,24A,Front,DGN
6071,Medium,24B,Middle,DGN
6072,Large,24C,Back,DGN
6073,Small,25A,Front,DGN
6074,Medium,25B,Middle,DGN
6075,Large,25C,Back,DGN
6076,Small,26A,Front,DGN
6077,Medium,26B,Middle,DGN
6078,Large,26C,Back,DGN
6079,Small,27A,Front,DGN
6080,Medium,27B,Middle,DGN
6081,Large,27C,Back,DGN
6082,Small,28A,Front,DGN
6083,Medium,28B,Middle,DGN
6084,Large,28C,Back,DGN
6085,Small,29A,Front,DGN
6086,Medium,29B,Middle,DGN
6087,Large,29C,Back,DGN
6088,Small,30A,Front,DGN
6089,Medium,30B,Middle,DGN
6090,Large,30C,Back,DGN
6091,Small,31A,Front,DGN
6092,Medium,31B,Middle,DGN
6093,Large,31C,Back,DGN
6094,Small,32A,Front,DGN
6095,Medium,32B,Middle,DGN
6096,Large,32C,Back,DGN
6097,Small,33A,Front,DGN
6098,Medium,33B,Middle,DGN
6099,Large,33C,Back,DGN
6100,Small,34A,Front,DGN
6101,Medium,34B,Middle,DGN
6102,Large,34C,Back,DGN
6103,Small,35A,Front,DGN
6104,Medium,35B,Middle,DGN
6105,Large,35C,Back,DGN
6106,Small,36A,Front,DGN
6107,Medium,36B,Middle,DGN
6108,Large,36C,Back,DGN
6109,Small,37A,Front,DGN
6110,Medium,37B,Middle,DGN
6111,Large,37C,Back,DGN
6112,Small,38A,Front,DGN
6113,Medium,38B,Middle,DGN
6114,Large,38C,Back,DGN
6115,Small,39A,Front,DGN
6116,Medium,39B,Middle,DGN
6117,Large,39C,Back,DGN
6118,Small,40A,Front,DGN
6119,Medium,40B,Middle,DGN
6120,Large,40C,Back,DGN
6121,Small,41A,Front,DGN
6122,Medium,41B,Middle,DGN
6123,Large,41C,Back,DGN
6124,Small,42A,Front,DGN
6125,Medium,42B,Middle,DGN
6126,Large,42C,Back,DGN
6127,Small,43A,Front,DGN
6128,Medium,43B,Middle,DGN
6129,Large,43C,Back,DGN
6130,Small,44A,Front,DGN
6131,Medium,44B,Middle,DGN
6132,Large,44C,Back,DGN
6133,Small,45A,Front,DGN
6134,Medium,45B,Middle,DGN
6135,Large,45C,Back,DGN
6136,Small,46A,Front,DGN
6137,Medium,46B,Middle,DGN
6138,Large,46C,Back,DGN
6139,Small,47A,Front,DGN
6140,Medium,47B,Middle,DGN
6141,Large,47C,Back,DGN
6142,Small,48A,Front,DGN
6143,Medium,48B,Middle,DGN
6144,Large,48C,Back,DGN
6145,Small,49A,Front,DGN
6146,Medium,49B,Middle,DGN
6147,Large,49C,Back,DGN
6148,Small,50A,Front,DGN
6149,Medium,50B,Middle,DGN
6150,Large,50C,Back,DGN
6151,Small,1A,Front,FAV
6152,Medium,1B,Middle,FAV
6153,Large,1C,Back,FAV
6154,Small,2A,Front,FAV
6155,Medium,2B,Middle,FAV
6156,Large,2C,Back,FAV
6157,Small,3A,Front,FAV
6158,Medium,3B,Middle,FAV
6159,Large,3C,Back,FAV
6160,Small,4A,Front,FAV
6161,Medium,4B,Middle,FAV
6162,Large,4C,Back,FAV
6163,Small,5A,Front,FAV
6164,Medium,5B,Middle,FAV
6165,Large,5C,Back,FAV
6166,Small,6A,Front,FAV
6167,Medium,6B,Middle,FAV
6168,Large,6C,Back,FAV
6169,Small,7A,Front,FAV
6170,Medium,7B,Middle,FAV
6171,Large,7C,Back,FAV
6172,Small,8A,Front,FAV
6173,Medium,8B,Middle,FAV
6174,Large,8C,Back,FAV
6175,Small,9A,Front,FAV
6176,Medium,9B,Middle,FAV
6177,Large,9C,Back,FAV
6178,Small,10A,Front,FAV
6179,Medium,10B,Middle,FAV
6180,Large,10C,Back,FAV
6181,Small,11A,Front,FAV
6182,Medium,11B,Middle,FAV
6183,Large,11C,Back,FAV
6184,Small,12A,Front,FAV
6185,Medium,12B,Middle,FAV
6186,Large,12C,Back,FAV
6187,Small,13A,Front,FAV
6188,Medium,13B,Middle,FAV
6189,Large,13C,Back,FAV
6190,Small,14A,Front,FAV
6191,Medium,14B,Middle,FAV
6192,Large,14C,Back,FAV
6193,Small,15A,Front,FAV
6194,Medium,15B,Middle,FAV
6195,Large,15C,Back,FAV
6196,Small,16A,Front,FAV
6197,Medium,16B,Middle,FAV
6198,Large,16C,Back,FAV
6199,Small,17A,Front,FAV
6200,Medium,17B,Middle,FAV
6201,Large,17C,Back,FAV
6202,Small,18A,Front,FAV
6203,Medium,18B,Middle,FAV
6204,Large,18C,Back,FAV
6205,Small,19A,Front,FAV
6206,Medium,19B,Middle,FAV
6207,Large,19C,Back,FAV
6208,Small,20A,Front,FAV
6209,Medium,20B,Middle,FAV
6210,Large,20C,Back,FAV
6211,Small,21A,Front,FAV
6212,Medium,21B,Middle,FAV
6213,Large,21C,Back,FAV
6214,Small,22A,Front,FAV
6215,Medium,22B,Middle,FAV
6216,Large,22C,Back,FAV
6217,Small,23A,Front,FAV
6218,Medium,23B,Middle,FAV
6219,Large,23C,Back,FAV
6220,Small,24A,Front,FAV
6221,Medium,24B,Middle,FAV
6222,Large,24C,Back,FAV
6223,Small,25A,Front,FAV
6224,Medium,25B,Middle,FAV
6225,Large,25C,Back,FAV
6226,Small,26A,Front,FAV
6227,Medium,26B,Middle,FAV
6228,Large,26C,Back,FAV
6229,Small,27A,Front,FAV
6230,Medium,27B,Middle,FAV
6231,Large,27C,Back,FAV
6232,Small,28A,Front,FAV
6233,Medium,28B,Middle,FAV
6234,Large,28C,Back,FAV
6235,Small,29A,Front,FAV
6236,Medium,29B,Middle,FAV
6237,Large,29C,Back,FAV
6238,Small,30A,Front,FAV
6239,Medium,30B,Middle,FAV
6240,Large,30C,Back,FAV
6241,Small,31A,Front,FAV
6242,Medium,31B,Middle,FAV
6243,Large,31C,Back,FAV
6244,Small,32A,Front,FAV
6245,Medium,32B,Middle,FAV
6246,Large,32C,Back,FAV
6247,Small,33A,Front,FAV
6248,Medium,33B,Middle,FAV
6249,Large,33C,Back,FAV
6250,Small,34A,Front,FAV
6251,Medium,34B,Middle,FAV
6252,Large,34C,Back,FAV
6253,Small,35A,Front,FAV
6254,Medium,35B,Middle,FAV
6255,Large,35C,Back,FAV
6256,Small,36A,Front,FAV
6257,Medium,36B,Middle,FAV
6258,Large,36C,Back,FAV
6259,Small,37A,Front,FAV
6260,Medium,37B,Middle,FAV
6261,Large,37C,Back,FAV
6262,Small,38A,Front,FAV
6263,Medium,38B,Middle,FAV
6264,Large,38C,Back,FAV
6265,Small,39A,Front,FAV
6266,Medium,39B,Middle,FAV
6267,Large,39C,Back,FAV
6268,Small,40A,Front,FAV
6269,Medium,40B,Middle,FAV
6270,Large,40C,Back,FAV
6271,Small,41A,Front,FAV
6272,Medium,41B,Middle,FAV
6273,Large,41C,Back,FAV
6274,Small,42A,Front,FAV
6275,Medium,42B,Middle,FAV
6276,Large,42C,Back,FAV
6277,Small,43A,Front,FAV
6278,Medium,43B,Middle,FAV
6279,Large,43C,Back,FAV
6280,Small,44A,Front,FAV
6281,Medium,44B,Middle,FAV
6282,Large,44C,Back,FAV
6283,Small,45A,Front,FAV
6284,Medium,45B,Middle,FAV
6285,Large,45C,Back,FAV
6286,Small,46A,Front,FAV
6287,Medium,46B,Middle,FAV
6288,Large,46C,Back,FAV
6289,Small,47A,Front,FAV
6290,Medium,47B,Middle,FAV
6291,Large,47C,Back,FAV
6292,Small,48A,Front,FAV
6293,Medium,48B,Middle,FAV
6294,Large,48C,Back,FAV
6295,Small,49A,Front,FAV
6296,Medium,49B,Middle,FAV
6297,Large,49C,Back,FAV
6298,Small,50A,Front,FAV
6299,Medium,50B,Middle,FAV
6300,Large,50C,Back,FAV
6301,Small,1A,Front,NSV
6302,Medium,1B,Middle,NSV
6303,Large,1C,Back,NSV
6304,Small,2A,Front,NSV
6305,Medium,2B,Middle,NSV
6306,Large,2C,Back,NSV
6307,Small,3A,Front,NSV
6308,Medium,3B,Middle,NSV
6309,Large,3C,Back,NSV
6310,Small,4A,Front,NSV
6311,Medium,4B,Middle,NSV
6312,Large,4C,Back,NSV
6313,Small,5A,Front,NSV
6314,Medium,5B,Middle,NSV
6315,Large,5C,Back,NSV
6316,Small,6A,Front,NSV
6317,Medium,6B,Middle,NSV
6318,Large,6C,Back,NSV
6319,Small,7A,Front,NSV
6320,Medium,7B,Middle,NSV
6321,Large,7C,Back,NSV
6322,Small,8A,Front,NSV
6323,Medium,8B,Middle,NSV
6324,Large,8C,Back,NSV
6325,Small,9A,Front,NSV
6326,Medium,9B,Middle,NSV
6327,Large,9C,Back,NSV
6328,Small,10A,Front,NSV
6329,Medium,10B,Middle,NSV
6330,Large,10C,Back,NSV
6331,Small,11A,Front,NSV
6332,Medium,11B,Middle,NSV
6333,Large,11C,Back,NSV
6334,Small,12A,Front,NSV
6335,Medium,12B,Middle,NSV
6336,Large,12C,Back,NSV
6337,Small,13A,Front,NSV
6338,Medium,13B,Middle,NSV
6339,Large,13C,Back,NSV
6340,Small,14A,Front,NSV
6341,Medium,14B,Middle,NSV
6342,Large,14C,Back,NSV
6343,Small,15A,Front,NSV
6344,Medium,15B,Middle,NSV
6345,Large,15C,Back,NSV
6346,Small,16A,Front,NSV
6347,Medium,16B,Middle,NSV
6348,Large,16C,Back,NSV
6349,Small,17A,Front,NSV
6350,Medium,17B,Middle,NSV
6351,Large,17C,Back,NSV
6352,Small,18A,Front,NSV
6353,Medium,18B,Middle,NSV
6354,Large,18C,Back,NSV
6355,Small,19A,Front,NSV
6356,Medium,19B,Middle,NSV
6357,Large,19C,Back,NSV
6358,Small,20A,Front,NSV
6359,Medium,20B,Middle,NSV
6360,Large,20C,Back,NSV
6361,Small,21A,Front,NSV
6362,Medium,21B,Middle,NSV
6363,Large,21C,Back,NSV
6364,Small,22A,Front,NSV
6365,Medium,22B,Middle,NSV
6366,Large,22C,Back,NSV
6367,Small,23A,Front,NSV
6368,Medium,23B,Middle,NSV
6369,Large,23C,Back,NSV
6370,Small,24A,Front,NSV
6371,Medium,24B,Middle,NSV
6372,Large,24C,Back,NSV
6373,Small,25A,Front,NSV
6374,Medium,25B,Middle,NSV
6375,Large,25C,Back,NSV
6376,Small,26A,Front,NSV
6377,Medium,26B,Middle,NSV
6378,Large,26C,Back,NSV
6379,Small,27A,Front,NSV
6380,Medium,27B,Middle,NSV
6381,Large,27C,Back,NSV
6382,Small,28A,Front,NSV
6383,Medium,28B,Middle,NSV
6384,Large,28C,Back,NSV
6385,Small,29A,Front,NSV
6386,Medium,29B,Middle,NSV
6387,Large,29C,Back,NSV
6388,Small,30A,Front,NSV
6389,Medium,30B,Middle,NSV
6390,Large,30C,Back,NSV
6391,Small,31A,Front,NSV
6392,Medium,31B,Middle,NSV
6393,Large,31C,Back,NSV
6394,Small,32A,Front,NSV
6395,Medium,32B,Middle,NSV
6396,Large,32C,Back,NSV
6397,Small,33A,Front,NSV
6398,Medium,33B,Middle,NSV
6399,Large,33C,Back,NSV
6400,Small,34A,Front,NSV
6401,Medium,34B,Middle,NSV
6402,Large,34C,Back,NSV
6403,Small,35A,Front,NSV
6404,Medium,35B,Middle,NSV
6405,Large,35C,Back,NSV
6406,Small,36A,Front,NSV
6407,Medium,36B,Middle,NSV
6408,Large,36C,Back,NSV
6409,Small,37A,Front,NSV
6410,Medium,37B,Middle,NSV
6411,Large,37C,Back,NSV
6412,Small,38A,Front,NSV
6413,Medium,38B,Middle,NSV
6414,Large,38C,Back,NSV
6415,Small,39A,Front,NSV
6416,Medium,39B,Middle,NSV
6417,Large,39C,Back,NSV
6418,Small,40A,Front,NSV
6419,Medium,40B,Middle,NSV
6420,Large,40C,Back,NSV
6421,Small,41A,Front,NSV
6422,Medium,41B,Middle,NSV
6423,Large,41C,Back,NSV
6424,Small,42A,Front,NSV
6425,Medium,42B,Middle,NSV
6426,Large,42C,Back,NSV
6427,Small,43A,Front,NSV
6428,Medium,43B,Middle,NSV
6429,Large,43C,Back,NSV
6430,Small,44A,Front,NSV
6431,Medium,44B,Middle,NSV
6432,Large,44C,Back,NSV
6433,Small,45A,Front,NSV
6434,Medium,45B,Middle,NSV
6435,Large,45C,Back,NSV
6436,Small,46A,Front,NSV
6437,Medium,46B,Middle,NSV
6438,Large,46C,Back,NSV
6439,Small,47A,Front,NSV
6440,Medium,47B,Middle,NSV
6441,Large,47C,Back,NSV
6442,Small,48A,Front,NSV
6443,Medium,48B,Middle,NSV
6444,Large,48C,Back,NSV
6445,Small,49A,Front,NSV
6446,Medium,49B,Middle,NSV
6447,Large,49C,Back,NSV
6448,Small,50A,Front,NSV
6449,Medium,50B,Middle,NSV
6450,Large,50C,Back,NSV
6451,Small,1A,Front,PSK
6452,Medium,1B,Middle,PSK
6453,Large,1C,Back,PSK
6454,Small,2A,Front,PSK
6455,Medium,2B,Middle,PSK
6456,Large,2C,Back,PSK
6457,Small,3A,Front,PSK
6458,Medium,3B,Middle,PSK
6459,Large,3C,Back,PSK
6460,Small,4A,Front,PSK
6461,Medium,4B,Middle,PSK
6462,Large,4C,Back,PSK
6463,Small,5A,Front,PSK
6464,Medium,5B,Middle,PSK
6465,Large,5C,Back,PSK
6466,Small,6A,Front,PSK
6467,Medium,6B,Middle,PSK
6468,Large,6C,Back,PSK
6469,Small,7A,Front,PSK
6470,Medium,7B,Middle,PSK
6471,Large,7C,Back,PSK
6472,Small,8A,Front,PSK
6473,Medium,8B,Middle,PSK
6474,Large,8C,Back,PSK
6475,Small,9A,Front,PSK
6476,Medium,9B,Middle,PSK
6477,Large,9C,Back,PSK
6478,Small,10A,Front,PSK
6479,Medium,10B,Middle,PSK
6480,Large,10C,Back,PSK
6481,Small,11A,Front,PSK
6482,Medium,11B,Middle,PSK
6483,Large,11C,Back,PSK
6484,Small,12A,Front,PSK
6485,Medium,12B,Middle,PSK
6486,Large,12C,Back,PSK
6487,Small,13A,Front,PSK
6488,Medium,13B,Middle,PSK
6489,Large,13C,Back,PSK
6490,Small,14A,Front,PSK
6491,Medium,14B,Middle,PSK
6492,Large,14C,Back,PSK
6493,Small,15A,Front,PSK
6494,Medium,15B,Middle,PSK
6495,Large,15C,Back,PSK
6496,Small,16A,Front,PSK
6497,Medium,16B,Middle,PSK
6498,Large,16C,Back,PSK
6499,Small,17A,Front,PSK
6500,Medium,17B,Middle,PSK
6501,Large,17C,Back,PSK
6502,Small,18A,Front,PSK
6503,Medium,18B,Middle,PSK
6504,Large,18C,Back,PSK
6505,Small,19A,Front,PSK
6506,Medium,19B,Middle,PSK
